Project,Date,Country,Latitude,Longitude,Site,Condition,Species,Genotype,Temperature,Timepoint,Pam_value,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,3,37,420,0.201,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,4,37,420,0.199,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,5,37,420,0.170,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,6,37,420,0.186,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,7,37,420,0.164,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,8,37,420,0.185,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,9,37,420,0.214,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,10,37,420,0.292,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,1,39,420,0.004,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,2,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,3,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,4,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,5,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,6,39,420,0.001,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,7,39,420,0.009,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,8,39,420,0.003,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,9,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20220928,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Galaxea horrescens,10,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,1,28,420,0.586,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,2,28,420,0.602,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,3,28,420,0.589,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,4,28,420,0.575,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,5,28,420,0.572,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,6,28,420,0.547,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,7,28,420,0.595,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,8,28,420,0.603,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,9,28,420,0.575,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,10,28,420,0.585,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,1,34,420,0.563,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,2,34,420,0.615,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,3,34,420,0.621,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,4,34,420,0.610,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,5,34,420,0.561,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,6,34,420,0.586,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,7,34,420,0.599,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,8,34,420,0.619,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,9,34,420,0.566,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,10,34,420,0.597,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,1,37,420,0.287,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,2,37,420,0.365,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,3,37,420,0.352,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,4,37,420,0.301,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,5,37,420,0.341,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,6,37,420,0.276,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,7,37,420,0.300,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,8,37,420,0.177,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,9,37,420,0.285,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,10,37,420,0.361,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,1,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,2,39,420,0.003,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,3,39,420,0.004,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,4,39,420,0.002,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,5,39,420,0.007,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,6,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,7,39,420,0.062,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,8,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,9,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221206,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Galaxea horrescens,10,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,1,28,420,0.570,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,2,28,420,0.530,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,3,28,420,0.562,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,4,28,420,0.456,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,5,28,420,0.523,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,6,28,420,0.555,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,7,28,420,0.584,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,8,28,420,0.567,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,9,28,420,0.529,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,10,28,420,0.437,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,1,34,420,0.530,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,2,34,420,0.539,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,3,34,420,0.520,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,4,34,420,0.494,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,5,34,420,0.547,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,6,34,420,0.443,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,7,34,420,0.574,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,8,34,420,0.537,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,9,34,420,0.520,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,10,34,420,0.585,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,1,37,420,0.210,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,2,37,420,0.168,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,3,37,420,0.083,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,4,37,420,0.180,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,5,37,420,0.209,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,6,37,420,0.081,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,7,37,420,0.078,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,8,37,420,0.175,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,9,37,420,0.149,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,10,37,420,0.043,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,1,39,420,0.007,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,2,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,3,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,4,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,5,39,420,0.005,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,6,39,420,0.004,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,7,39,420,0.095,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,8,39,420,0.002,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,9,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221002,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Winter,Echinopora lamellosa,10,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,1,28,420,0.559,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,2,28,420,0.580,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,3,28,420,0.495,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,4,28,420,0.509,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,5,28,420,0.559,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,6,28,420,0.552,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,7,28,420,0.517,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,8,28,420,0.587,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,9,28,420,0.553,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,10,28,420,0.402,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,1,34,420,0.572,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,2,34,420,0.561,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,3,34,420,0.568,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,4,34,420,0.527,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,5,34,420,0.500,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,6,34,420,0.563,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,7,34,420,0.540,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,8,34,420,0.562,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,9,34,420,0.534,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,10,34,420,0.464,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,1,37,420,0.370,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,2,37,420,0.279,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,3,37,420,0.139,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,4,37,420,0.335,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,5,37,420,0.363,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,6,37,420,0.219,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,7,37,420,0.212,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,8,37,420,0.270,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,9,37,420,0.304,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,10,37,420,0.303,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,1,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,2,39,420,0.003,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,3,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,4,39,420,0.002,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,5,39,420,0.060,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,6,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,7,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,8,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,9,39,420,0.000,
2022_FJI_Viti_Levu_ElisaJahreis,20221208,FJ,-18.20583554,177.6889888,Vatu-o-lalai,Summer,Echinopora lamellosa,10,39,420,0.021,