Project,Date,Country,Latitude,Longitude,Site,Condition,Species,Genotype,Temperature,Timepoint,Pam_value
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,7,38.6,420,0.07
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,8,38.6,420,0
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,9,38.6,420,0
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,10,38.6,420,0.017
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,11,38.6,420,0
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,12,38.6,420,0
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,13,38.6,420,0
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,1,35.6,420,0.523
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,2,35.6,420,0.479
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,3,35.6,420,0.407
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,4,35.6,420,0.456
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,5,35.6,420,0.373
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,6,35.6,420,0.565
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,7,35.6,420,0.415
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,8,35.6,420,0.424
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,9,35.6,420,0.472
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,10,35.6,420,0.317
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,11,35.6,420,0.377
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,12,35.6,420,0.569
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,13,35.6,420,0.347
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,1,33.6,420,0.621
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,2,33.6,420,0.551
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,3,33.6,420,0.542
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,4,33.6,420,0.566
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,5,33.6,420,0.549
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,6,33.6,420,0.616
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,7,33.6,420,0.528
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,8,33.6,420,0.584
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,9,33.6,420,0.619
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,10,33.6,420,0.605
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,11,33.6,420,0.397
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,12,33.6,420,0.578
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,13,33.6,420,0.6
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,1,29.6,420,0.607
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,2,29.6,420,0.634
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,3,29.6,420,0.627
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,4,29.6,420,0.528
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,5,29.6,420,0.559
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,6,29.6,420,0.66
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,7,29.6,420,0.559
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,8,29.6,420,0.596
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,9,29.6,420,0.643
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,10,29.6,420,0.586
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,11,29.6,420,0.611
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,12,29.6,420,0.607
Global_Search_Caribbean,22220424,USA,25.022467,-80.439564,Lower Florida Keys,Caribbean,Porites astreoides,13,29.6,420,0.628
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,1,38.6,420,0.031
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,2,38.6,420,0.004
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,3,38.6,420,0
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,4,38.6,420,0.024
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,5,38.6,420,0.079
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,6,38.6,420,0.024
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,7,38.6,420,0.016
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,8,38.6,420,0.061
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,9,38.6,420,0.043
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,10,38.6,420,0.07
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,11,38.6,420,0.166
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,12,38.6,420,0.076
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,13,38.6,420,0.017
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,14,38.6,420,0.016
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,1,35.6,420,0.035
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,2,35.6,420,0.164
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,3,35.6,420,0.165
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,4,35.6,420,0.162
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,5,35.6,420,0.135
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,6,35.6,420,0.25
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,7,35.6,420,0.127
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,8,35.6,420,0.067
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,9,35.6,420,0.12
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,10,35.6,420,0.124
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,11,35.6,420,0.127
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,12,35.6,420,0.537
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,13,35.6,420,0.229
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,14,35.6,420,0.192
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,1,33.6,420,0.499
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,2,33.6,420,0.443
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,3,33.6,420,0.47
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,4,33.6,420,0.461
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,5,33.6,420,0.399
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,6,33.6,420,0.426
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,7,33.6,420,0.532
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,8,33.6,420,0.412
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,9,33.6,420,0.477
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,10,33.6,420,0.504
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,11,33.6,420,0.475
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,12,33.6,420,0.547
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,13,33.6,420,0.57
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,14,33.6,420,0.515
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,1,29.6,420,0.538
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,2,29.6,420,0.571
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,3,29.6,420,0.563
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,4,29.6,420,0.569
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,5,29.6,420,0.554
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,6,29.6,420,0.555
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,7,29.6,420,0.561
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,8,29.6,420,0.566
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,9,29.6,420,0.496
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,10,29.6,420,0.572
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,11,29.6,420,0.543
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,12,29.6,420,0.617
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,13,29.6,420,0.554
Global_Search_Caribbean,22220422,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Orbicella faveolata,14,29.6,420,0.566
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,1,38.6,420,0.019
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,2,38.6,420,0.046
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,3,38.6,420,0.058
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,4,38.6,420,0.103
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,5,38.6,420,0.012
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,6,38.6,420,0.003
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,7,38.6,420,0
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,8,38.6,420,0.025
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,9,38.6,420,0.054
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,10,38.6,420,0.036
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,11,38.6,420,0.033
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,12,38.6,420,0
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,1,35.6,420,0.49
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,2,35.6,420,0.322
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,3,35.6,420,0.521
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,4,35.6,420,0.497
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,5,35.6,420,0.455
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,6,35.6,420,0.469
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,7,35.6,420,0.457
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,8,35.6,420,0.47
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,9,35.6,420,0.523
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,10,35.6,420,0.476
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,11,35.6,420,0.499
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,12,35.6,420,0.494
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,1,33.6,420,0.535
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,2,33.6,420,0.383
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,3,33.6,420,0.509
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,4,33.6,420,0.524
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,5,33.6,420,0.467
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,6,33.6,420,0.527
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,7,33.6,420,0.524
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,8,33.6,420,0.539
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,9,33.6,420,0.533
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,10,33.6,420,0.471
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,11,33.6,420,0.552
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,12,33.6,420,0.53
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,1,29.6,420,0.543
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,2,29.6,420,0.409
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,3,29.6,420,0.552
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,4,29.6,420,0.524
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,5,29.6,420,0.523
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,6,29.6,420,0.556
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,7,29.6,420,0.522
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,8,29.6,420,0.481
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,9,29.6,420,0.549
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,10,29.6,420,0.563
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,11,29.6,420,0.58
Global_Search_Caribbean,22220423,USA,25.09044,-80.43123,Lower Florida Keys,Caribbean,Siderastrea siderea,12,29.6,420,0.578
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,1,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,2,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,3,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,4,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,5,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,6,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,7,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,8,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,9,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,10,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,11,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,12,38.6,420,0
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,1,35.6,420,0.189
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,2,35.6,420,0.204
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,3,35.6,420,0.256
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,4,35.6,420,0.217
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,5,35.6,420,0.144
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,6,35.6,420,0.137
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,7,35.6,420,0.204
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,8,35.6,420,0.092
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,9,35.6,420,0.048
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,10,35.6,420,0.327
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,11,35.6,420,0.201
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,12,35.6,420,0.16
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,1,33.6,420,0.46
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,2,33.6,420,0.409
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,3,33.6,420,0.408
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,4,33.6,420,0.465
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,5,33.6,420,0.446
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,6,33.6,420,0.306
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,7,33.6,420,0.533
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,8,33.6,420,0.425
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,9,33.6,420,0.321
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,10,33.6,420,0.574
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,11,33.6,420,0.35
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,12,33.6,420,0.534
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,1,29.6,420,0.567
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,2,29.6,420,0.524
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,3,29.6,420,0.534
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,4,29.6,420,0.558
Global_Search_Caribbean,22220420,USA,25.00843,-80.45875,Lower Florida Keys,Caribbean,Acropora palmata,5,29.6,420,0.576
